FID,÷≤±ª»∫,¥Û¿‡,Vegatation,Code,AET1901,AET1902,AET1903,AET1904,AET1905,AET1906,AET1907,AET1908,AET1909,AET1910,AET1911,AET1912,Full_Exten,Full_Ext_1,Full_Ext_2,Full_Ext_3,Full_Ext_4,Full_Ext_5,Full_Ext_6,Full_Ext_7,QTP_ASPECT,QTP_DEM,QTP_SLOPE,EVI190101,EVI190117,EVI190202,EVI190218,EVI190306,EVI190322,EVI190407,EVI190423,EVI190509,EVI190525,EVI190610,EVI190626,EVI190712,EVI190728,EVI190813,EVI190829,EVI190914,EVI190930,EVI191016,EVI191101,EVI191117,EVI191203,EVI191219,GPP190101,GPP190117,GPP190202,GPP190218,GPP190306,GPP190322,GPP190407,GPP190423,GPP190509,GPP190525,GPP190610,GPP190626,GPP190712,GPP190728,GPP190813,GPP190829,GPP190914,GPP190930,GPP191016,GPP191101,GPP191117,GPP191203,GPP191219,LAI190101,LAI190117,LAI190202,LAI190218,LAI190306,LAI190322,LAI190407,LAI190423,LAI190509,LAI190525,LAI190610,LAI190626,LAI190712,LAI190728,LAI190813,LAI190829,LAI190914,LAI190930,LAI191016,LAI191101,LAI191117,LAI191203,LAI191219,LST190101,LST190117,LST190202,LST190218,LST190306,LST190322,LST190407,LST190423,LST190509,LST190525,LST190610,LST190626,LST190712,LST190728,LST190813,LST190829,LST190914,LST190930,LST191016,LST191101,LST191117,LST191203,LST191219,LST2015,LST2016,LST2017,LST2018,LST2019,NDVI190101,NDVI190117,NDVI190202,NDVI190218,NDVI190306,NDVI190322,NDVI190407,NDVI190423,NDVI190509,NDVI190525,NDVI190610,NDVI190626,NDVI190712,NDVI190728,NDVI190813,NDVI190829,NDVI190914,NDVI190930,NDVI191016,NDVI191101,NDVI191117,NDVI191203,NDVI191219,NPP190101,NPP190117,NPP190202,NPP190218,NPP190306,NPP190322,NPP190407,NPP190423,NPP190509,NPP190525,NPP190610,NPP190626,NPP190712,NPP190728,NPP190813,NPP190829,NPP190914,NPP190930,NPP191016,NPP191101,NPP191117,NPP191203,NPP191219,PAR190101,PAR190117,PAR190202,PAR190218,PAR190306,PAR190322,PAR190407,PAR190423,PAR190509,PAR190525,PAR190610,PAR190626,PAR190712,PAR190728,PAR190813,PAR190829,PAR190914,PAR190930,PAR191016,PAR191101,PAR191117,PAR191203,PAR191219,PR190101,PR190201,PR190301,PR190401,PR190501,PR190601,PR190701,PR190801,PR190901,PR191001,PR191101,PR191201,PR2015,PR2016,PR2017,PR2018,PR2019,SOIL1901,SOIL1902,SOIL1903,SOIL1904,SOIL1905,SOIL1906,SOIL1907,SOIL1908,SOIL1909,SOIL1910,SOIL1911,SOIL1912,SR190602B1,SR190602B2,SR190602B3,SR190602B4,SR190602B5,SR190602B6,SR190602B7,SR190704B1,SR190704B2,SR190704B3,SR190704B4,SR190704B5,SR190704B6,SR190704B7,SR190728B1,SR190728B2,SR190728B3,SR190728B4,SR190728B5,SR190728B6,SR190728B7,SR190829B1,SR190829B2,SR190829B3,SR190829B4,SR190829B5,SR190829B6,SR190829B7,SR190930B1,SR190930B2,SR190930B3,SR190930B4,SR190930B5,SR190930B6,SR190930B7,X,Y
1173,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,≤›‘≠,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,18,0,0,183,143,509,1063,659,630,565,177,19,0,975,32767,969,958,979,799,872,975,61.6184998,2914,1.30246,1189,1171,1114,1127,1206,1282,1377,1393,1686,1678,1951,2620,1988,1675,1606,1662,1820,2115,1433,1208,1077,13,936,0,0,0,0,1,16,32,55,72,72,196,107,205,163,154,132,81,132,26,13,0,0,0,1,1,1,2,2,2,2,2,3,3,5,1,6,4,4,3,3,3,2,2,1,1,2,13795,13946,14024,14327,14487,14690,15133,15743,15070,15338,15503,0,14848,15331,15558,15299,14792,14657,14478,14319,14245,13527,13935,14845.54348,14839.58696,14827.02222,14754.86957,14773.88889,1878,1692,1584,1472,1813,1918,1955,2041,2442,2612,2824,3692,2820,2591,2469,2678,3537,2985,2580,2178,1667,12,1617,0,0,0,0,0,14,27,49,65,63,172,95,178,141,132,115,69,115,25,9,0,0,0,9,9,9,10,12,14,12,13,16,18,25,5,25,21,22,22,21,21,15,16,9,3,12,0.006009,0.0054513,0.0086689,0.0338147,0.159923,0.101232,0.0971465,0.108675,0.0671871,0.0325923,0.0130162,0.0009706,29.58333333,47.41666667,46.58333333,43.08333333,33.58333333,52,52,47,42,39,36,33,31,29,27,27,27,1640,3013,888,1448,4124,3605,3199,1442,3130,757,1270,3954,3680,2952,1538,2614,771,1252,3537,3400,2922,1446,2504,703,1138,3213,3370,2688,1613,2986,858,1357,3728,3974,3053,100.5063102,36.20268907
1174,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,≤›‘≠,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,18,0,0,183,143,509,1063,659,630,565,177,19,0,975,32767,969,958,979,799,872,975,292.053009,2913,2.47175,1189,1171,1114,1127,1206,1282,1377,1393,1686,1678,1951,2620,1988,1675,1606,1662,1820,2115,1433,1208,1077,13,936,0,0,0,0,1,16,32,55,72,72,196,107,205,163,154,132,81,132,26,13,0,0,0,1,1,1,2,2,2,2,2,3,3,5,1,6,4,4,3,3,3,2,2,1,1,2,13795,13946,14024,14327,14487,14690,15133,15743,15070,15338,15503,0,14848,15331,15558,15299,14792,14657,14478,14319,14245,13527,13935,14845.54348,14839.58696,14827.02222,14754.86957,14773.88889,1878,1692,1584,1472,1813,1918,1955,2041,2442,2612,2824,3692,2820,2591,2469,2678,3537,2985,2580,2178,1667,12,1617,0,0,0,0,0,14,27,49,65,63,172,95,178,141,132,115,69,115,25,9,0,0,0,9,9,9,10,12,14,12,13,16,18,25,5,25,21,22,22,21,21,15,16,9,3,12,0.006009,0.0054513,0.0086689,0.0338147,0.159923,0.101232,0.0971465,0.108675,0.0671871,0.0325923,0.0130162,0.0009706,29.58333333,47.41666667,46.58333333,43.08333333,33.58333333,52,52,47,42,39,36,33,31,29,27,27,27,1640,3013,888,1448,4124,3605,3199,1442,3130,757,1270,3954,3680,2952,1538,2614,771,1252,3537,3400,2922,1446,2504,703,1138,3213,3370,2688,1613,2986,858,1357,3728,3974,3053,100.5062139,36.20273682
1175,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,≤›‘≠,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,18,0,0,183,143,509,1063,659,630,565,177,19,0,975,32767,969,958,979,799,872,975,309.0230103,2912,1.96586,1189,1171,1114,1127,1206,1282,1377,1393,1686,1678,1951,2620,1988,1675,1606,1662,1820,2115,1433,1208,1077,13,936,0,0,0,0,1,16,32,55,72,72,196,107,205,163,154,132,81,132,26,13,0,0,0,1,1,1,2,2,2,2,2,3,3,5,1,6,4,4,3,3,3,2,2,1,1,2,13795,13946,14024,14327,14487,14690,15133,15743,15070,15338,15503,0,14848,15331,15558,15299,14792,14657,14478,14319,14245,13527,13935,14845.54348,14839.58696,14827.02222,14754.86957,14773.88889,1878,1692,1584,1472,1813,1918,1955,2041,2442,2612,2824,3692,2820,2591,2469,2678,3537,2985,2580,2178,1667,12,1617,0,0,0,0,0,14,27,49,65,63,172,95,178,141,132,115,69,115,25,9,0,0,0,9,9,9,10,12,14,12,13,16,18,25,5,25,21,22,22,21,21,15,16,9,3,12,0.006009,0.0054513,0.0086689,0.0338147,0.159923,0.101232,0.0971465,0.108675,0.0671871,0.0325923,0.0130162,0.0009706,29.58333333,47.41666667,46.58333333,43.08333333,33.58333333,52,52,47,42,39,36,33,31,29,27,27,27,1640,3013,888,1448,4124,3605,3199,1442,3130,757,1270,3954,3680,2952,1538,2614,771,1252,3537,3400,2922,1446,2504,703,1138,3213,3370,2688,1613,2986,858,1357,3728,3974,3053,100.5059698,36.20271701
1176,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,≤›‘≠,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,18,0,0,183,143,509,1063,659,630,565,177,19,0,975,32767,969,958,979,799,872,975,309.0230103,2912,1.96586,1055,1183,1099,1261,1090,1175,1404,1422,1752,1719,2231,2579,2066,1697,1625,1734,1777,2117,1412,1187,1162,37,960,0,0,0,0,1,16,37,84,77,76,140,147,94,157,154,144,92,132,26,17,0,0,0,2,2,1,2,2,2,2,2,4,4,6,1,4,4,4,3,4,4,3,2,2,1,2,13795,13946,14024,14327,14487,14690,15133,15743,15070,15338,15503,0,14848,15331,15558,15299,14792,14657,14478,14319,14245,13527,13935,14845.54348,14839.58696,14827.02222,14754.86957,14773.88889,1759,1749,1576,1622,1659,1826,2037,2175,2640,2626,3084,3721,2847,2618,2544,2869,3530,3026,2580,2123,1798,35,1655,0,0,0,0,0,14,32,75,71,64,123,127,81,133,136,125,80,115,25,14,0,0,0,12,13,9,13,13,14,12,13,19,21,27,6,21,21,23,22,23,25,19,18,12,3,12,0.006009,0.0054513,0.0086689,0.0338147,0.159923,0.101232,0.0971465,0.108675,0.0671871,0.0325923,0.0130162,0.0009706,29.58333333,47.41666667,46.58333333,43.08333333,33.58333333,52,52,47,42,39,36,33,31,29,27,27,27,1698,3069,846,1438,4050,3630,3154,1374,3003,728,1280,4034,3734,3001,1487,2542,790,1309,3604,3536,3068,1316,2375,668,1128,3279,3353,2689,1600,2989,825,1348,3876,3972,2942,100.5058274,36.20288384
1177,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,≤›‘≠,≥§√¢≤›°¢¿µ≤›°¢÷Ì√´›Ô≤›‘≠,18,0,0,183,143,509,1063,659,630,565,177,19,0,975,32767,969,958,979,799,872,975,50.9850998,2914,4.4176602,1189,1171,1114,1127,1206,1282,1377,1393,1686,1678,1951,2620,1988,1675,1606,1662,1820,2115,1433,1208,1077,13,936,0,0,0,0,1,16,32,55,72,72,196,107,205,163,154,132,81,132,26,13,0,0,0,1,1,1,2,2,2,2,2,3,3,5,1,6,4,4,3,3,3,2,2,1,1,2,13795,13946,14024,14327,14487,14690,15133,15743,15070,15338,15503,0,14848,15331,15558,15299,14792,14657,14478,14319,14245,13527,13935,14845.54348,14839.58696,14827.02222,14754.86957,14773.88889,1878,1692,1584,1472,1813,1918,1955,2041,2442,2612,2824,3692,2820,2591,2469,2678,3537,2985,2580,2178,1667,12,1617,0,0,0,0,0,14,27,49,65,63,172,95,178,141,132,115,69,115,25,9,0,0,0,9,9,9,10,12,14,12,13,16,18,25,5,25,21,22,22,21,21,15,16,9,3,12,0.006009,0.0054513,0.0086689,0.0338147,0.159923,0.101232,0.0971465,0.108675,0.0671871,0.0325923,0.0130162,0.0009706,29.58333333,47.41666667,46.58333333,43.08333333,33.58333333,52,52,47,42,39,36,33,31,29,27,27,27,1640,3013,888,1448,4124,3605,3199,1442,3130,757,1270,3954,3680,2952,1538,2614,771,1252,3537,3400,2922,1446,2504,703,1138,3213,3370,2688,1613,2986,858,1357,3728,3974,3053,100.5056776,36.20258274
1471,◊œª®’Î√©≤›‘≠,≤›‘≠,◊œª®’Î√©≤›‘≠,19,0,0,0,607,637,929,713,788,549,158,0,0,827,846,870,820,724,770,755,949,50.8180008,3599,6.8288002,1427,1387,1392,1370,1496,1484,1706,2205,2363,2731,4962,4566,4445,4152,3919,3980,3786,2730,2348,1665,1367,1451,1310,0,0,0,0,0,0,22,87,85,93,225,216,313,376,350,311,145,124,21,2,0,0,0,2,2,2,2,3,2,4,5,6,11,9,4,21,17,16,15,14,8,7,3,2,3,3,13812,13928,14192,14232,14594,14537,15092,15509,15206,15698,15045,14761,14735,14886,14976,14942,14652,14600,14466,14305,14055,13960,13915,14784.76087,14712.93333,14706.48889,14614.65217,14645.97727,2201,2218,2174,2118,2293,2273,2504,3160,3763,4406,6024,6585,6487,6635,6311,6317,6536,5118,4591,3319,2535,2397,2345,0,0,0,0,0,0,19,79,72,81,193,185,258,301,295,259,120,108,14,0,0,0,0,15,18,18,15,17,14,19,24,28,42,36,20,61,62,53,52,60,41,37,22,18,20,21,0.0064581,0.0136769,0.0067721,0.0330319,0.145293,0.141867,0.114549,0.103072,0.0632607,0.0512119,0.0107478,0.0000066,31.5,43.83333333,45.25,42.25,32.91666667,401,401,401,194,137,251,159,119,96,81,81,81,1001,2578,537,901,3139,2932,1798,696,3381,387,823,3924,2575,1385,585,2892,335,691,3268,2448,1202,662,2933,355,738,3640,2740,1432,1112,3356,557,969,4207,3465,1825,99.92016954,35.76732069
1472,◊œª®’Î√©≤›‘≠,≤›‘≠,◊œª®’Î√©≤›‘≠,19,0,0,0,607,637,929,713,788,549,158,0,0,827,846,870,820,724,770,755,949,329.8330078,3589,6.7727799,1520,1490,1456,1458,1531,1543,1729,2192,2450,2769,4619,4522,4866,4585,4251,4281,4112,2444,2223,1711,1423,1501,1404,0,0,0,0,0,0,22,87,85,93,225,216,313,376,350,311,145,124,21,2,0,0,0,2,2,2,2,3,2,4,5,6,11,9,4,21,17,16,15,14,8,7,3,2,3,3,13812,13928,14192,14232,14594,14537,15092,15509,15206,15698,15045,14761,14735,14886,14976,14942,14652,14600,14466,14305,14055,13960,13915,14784.76087,14712.93333,14706.48889,14614.65217,14645.97727,2302,2328,2249,2216,2312,2334,2519,3126,3824,4417,5709,6580,6772,6923,6616,6520,6949,4707,4380,3344,2681,2445,2326,0,0,0,0,0,0,19,79,72,81,193,185,258,301,295,259,120,108,14,0,0,0,0,15,18,18,15,17,14,19,24,28,42,36,20,61,62,53,52,60,41,37,22,18,20,21,0.0064581,0.0136769,0.0067721,0.0330319,0.145293,0.141867,0.114549,0.103072,0.0632607,0.0512119,0.0107478,0.0000066,31.5,43.83333333,45.25,42.25,32.91666667,401,401,401,194,137,251,159,119,96,81,81,81,1026,2650,537,901,3139,2932,1798,685,3321,387,823,3924,2575,1385,574,3158,335,691,3268,2448,1202,661,3138,355,738,3640,2740,1432,1126,3333,557,969,4207,3465,1825,99.919749,35.768202
1594,∏ﬂ…Ω·‘≤›≤›µÈ,≤›µÈ,∏ﬂ…Ω·‘≤›≤›µÈ,11,0,0,0,0,0,692,883,818,498,0,0,0,846,836,859,749,809,760,854,840,275.822998,4283,3.0424199,-178,5,121,-75,-124,-340,164,831,641,236,768,4187,3267,5688,4203,4207,1696,1054,303,-47,152,92,177,0,0,0,0,0,0,0,25,0,3,35,16,105,164,296,160,8,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,6,17,6,5,0,3,0,0,0,0,0,13003,13057,12836,13108,13117,13361,13636,14251,13787,0,14079,0,14428,14512,14563,14534,13635,14011,13492,13328,13140,13101,13065,14234.1087,14216.06667,14111.88636,13998.40476,14039.07317,-173,4,113,-70,-110,-314,180,714,560,239,938,5367,4396,6780,6068,5401,2359,1301,318,-43,148,85,184,0,0,0,0,0,0,0,21,0,3,31,15,92,145,254,137,6,13,0,0,0,0,0,1,1,1,0,0,0,1,6,1,2,15,35,27,57,25,23,1,16,2,0,1,1,2,0.0056265,0.013366,0.0052152,0.0300987,0.135912,0.12193,0.0983862,0.0770576,0.0670394,0.0397297,0.0144738,0.0002761,34.66666667,46.75,48.66666667,45.08333333,35.08333333,723,723,723,723,723,723,629,713,723,723,723,723,5751,6033,4146,4262,4982,2608,1759,970,3218,749,1220,3535,3169,2521,890,3507,594,1050,3731,2939,2177,1090,3651,663,1173,3831,3464,2583,1588,2144,2215,2269,2242,1902,1416,99.4946479,35.53683892
1595,∏ﬂ…Ω·‘≤›≤›µÈ,≤›µÈ,∏ﬂ…Ω·‘≤›≤›µÈ,11,0,0,0,0,0,692,883,818,498,0,0,0,846,836,859,749,809,760,854,840,180.0019989,4279,5.2501502,-178,5,121,-75,-124,-340,164,831,641,236,768,4187,3267,5688,4203,4207,1696,1054,303,-47,152,92,177,0,0,0,0,0,0,0,25,0,3,35,16,105,164,296,160,8,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,6,17,6,5,0,3,0,0,0,0,0,13003,13057,12836,13108,13117,13361,13636,14251,13787,0,14079,0,14428,14512,14563,14534,13635,14011,13492,13328,13140,13101,13065,14234.1087,14216.06667,14111.88636,13998.40476,14039.07317,-173,4,113,-70,-110,-314,180,714,560,239,938,5367,4396,6780,6068,5401,2359,1301,318,-43,148,85,184,0,0,0,0,0,0,0,21,0,3,31,15,92,145,254,137,6,13,0,0,0,0,0,1,1,1,0,0,0,1,6,1,2,15,35,27,57,25,23,1,16,2,0,1,1,2,0.0056265,0.013366,0.0052152,0.0300987,0.135912,0.12193,0.0983862,0.0770576,0.0670394,0.0397297,0.0144738,0.0002761,34.66666667,46.75,48.66666667,45.08333333,35.08333333,723,723,723,723,723,723,629,713,723,723,723,723,5751,6033,4146,4262,4982,2608,1759,970,3218,749,1220,3535,3169,2521,890,3507,594,1050,3731,2939,2177,1090,3651,663,1173,3831,3464,2583,1588,2144,2215,2269,2242,1902,1416,99.494785,35.536726
1596,∏ﬂ…Ω·‘≤›≤›µÈ,≤›µÈ,∏ﬂ…Ω·‘≤›≤›µÈ,11,0,0,0,0,0,692,883,818,498,0,0,0,846,836,859,749,809,760,854,840,135.6589966,4280,2.16504,-178,5,121,-75,-124,-340,164,831,641,236,768,4187,3267,5688,4203,4207,1696,1054,303,-47,152,92,177,0,0,0,0,0,0,0,25,0,3,35,16,105,164,296,160,8,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,6,17,6,5,0,3,0,0,0,0,0,13003,13057,12836,13108,13117,13361,13636,14251,13787,0,14079,0,14428,14512,14563,14534,13635,14011,13492,13328,13140,13101,13065,14234.1087,14216.06667,14111.88636,13998.40476,14039.07317,-173,4,113,-70,-110,-314,180,714,560,239,938,5367,4396,6780,6068,5401,2359,1301,318,-43,148,85,184,0,0,0,0,0,0,0,21,0,3,31,15,92,145,254,137,6,13,0,0,0,0,0,1,1,1,0,0,0,1,6,1,2,15,35,27,57,25,23,1,16,2,0,1,1,2,0.0056265,0.013366,0.0052152,0.0300987,0.135912,0.12193,0.0983862,0.0770576,0.0670394,0.0397297,0.0144738,0.0002761,34.66666667,46.75,48.66666667,45.08333333,35.08333333,723,723,723,723,723,723,629,713,723,723,723,723,5751,6033,4146,4262,4982,2608,1759,970,3218,749,1220,3535,3169,2521,890,3507,594,1050,3731,2939,2177,1090,3651,663,1173,3831,3464,2583,1588,2144,2215,2269,2242,1902,1416,99.494469,35.536727
1597,∏ﬂ…Ω·‘≤›≤›µÈ,≤›µÈ,∏ﬂ…Ω·‘≤›≤›µÈ,11,0,0,0,0,0,692,883,818,498,0,0,0,846,836,859,749,809,760,854,840,314.4530029,4281,2.6494601,-178,5,121,-75,-124,-340,164,831,641,236,768,4187,3267,5688,4203,4207,1696,1054,303,-47,152,92,177,0,0,0,0,0,0,0,25,0,3,35,16,105,164,296,160,8,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,6,17,6,5,0,3,0,0,0,0,0,13003,13057,12836,13108,13117,13361,13636,14251,13787,0,14079,0,14428,14512,14563,14534,13635,14011,13492,13328,13140,13101,13065,14234.1087,14216.06667,14111.88636,13998.40476,14039.07317,-173,4,113,-70,-110,-314,180,714,560,239,938,5367,4396,6780,6068,5401,2359,1301,318,-43,148,85,184,0,0,0,0,0,0,0,21,0,3,31,15,92,145,254,137,6,13,0,0,0,0,0,1,1,1,0,0,0,1,6,1,2,15,35,27,57,25,23,1,16,2,0,1,1,2,0.0056265,0.013366,0.0052152,0.0300987,0.135912,0.12193,0.0983862,0.0770576,0.0670394,0.0397297,0.0144738,0.0002761,34.66666667,46.75,48.66666667,45.08333333,35.08333333,723,723,723,723,723,723,629,713,723,723,723,723,5751,6033,4146,4262,4982,2608,1759,970,3218,749,1220,3535,3169,2521,890,3507,594,1050,3731,2939,2177,1090,3651,663,1173,3831,3464,2583,1588,2144,2215,2269,2242,1902,1416,99.49433105,35.53688368
1598,∏ﬂ…Ω·‘≤›≤›µÈ,≤›µÈ,∏ﬂ…Ω·‘≤›≤›µÈ,11,0,0,0,0,0,692,883,818,498,0,0,0,846,836,859,749,809,760,854,840,50.7388992,4281,1.95568,-178,5,121,-75,-124,-340,164,831,641,236,768,4187,3267,5688,4203,4207,1696,1054,303,-47,152,92,177,0,0,0,0,0,0,0,25,0,3,35,16,105,164,296,160,8,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,6,17,6,5,0,3,0,0,0,0,0,13003,13057,12836,13108,13117,13361,13636,14251,13787,0,14079,0,14428,14512,14563,14534,13635,14011,13492,13328,13140,13101,13065,14234.1087,14216.06667,14111.88636,13998.40476,14039.07317,-173,4,113,-70,-110,-314,180,714,560,239,938,5367,4396,6780,6068,5401,2359,1301,318,-43,148,85,184,0,0,0,0,0,0,0,21,0,3,31,15,92,145,254,137,6,13,0,0,0,0,0,1,1,1,0,0,0,1,6,1,2,15,35,27,57,25,23,1,16,2,0,1,1,2,0.0056265,0.013366,0.0052152,0.0300987,0.135912,0.12193,0.0983862,0.0770576,0.0670394,0.0397297,0.0144738,0.0002761,34.66666667,46.75,48.66666667,45.08333333,35.08333333,723,723,723,723,723,723,629,713,723,723,723,723,5751,6033,4146,4262,4982,2608,1759,970,3218,749,1220,3535,3169,2521,890,3507,594,1050,3731,2939,2177,1090,3651,663,1173,3831,3464,2583,1588,2144,2215,2269,2242,1902,1416,99.49418,35.536715
1629,¿‰›Ô≤›‘≠,≤›‘≠,¿‰›Ô≤›‘≠,23,0,0,139,107,571,842,664,940,496,148,53,0,778,800,813,762,791,733,738,860,243.6199951,2930,13.6761999,1450,1485,1369,1230,1398,1310,1582,1853,2290,2689,3934,3546,3484,3613,3344,3822,3224,2944,2562,1698,1355,1291,1290,0,0,0,0,0,0,18,94,81,91,206,86,223,275,297,264,115,118,19,2,0,0,0,1,2,2,2,2,2,2,3,4,8,10,2,11,14,12,11,9,7,5,3,1,2,2,13668,13982,14186,14134,14692,14921,15272,15623,15324,15344,14885,0,14827,15069,15169,15062,14873,14810,14584,14395,14239,13966,13825,14788.84783,14701.17391,14676.37778,14643.8913,14646.26087,1904,2175,2149,1902,2063,2034,2281,2635,3630,4012,6183,5833,6035,6016,5559,6579,6081,5199,4640,3323,2358,2442,2350,0,0,0,0,0,0,12,83,70,79,179,78,188,239,255,226,97,105,12,1,0,0,0,9,15,15,14,14,12,13,18,23,33,38,12,40,54,46,44,45,39,30,23,9,14,14,0.0041924,0.0055875,0.0082108,0.0330146,0.158781,0.141692,0.119273,0.105036,0.0692351,0.0310539,0.0107425,0.0006564,30.66666667,43.16666667,45.08333333,41.75,34.66666667,9,9,9,9,9,8,8,8,8,8,8,8,1205,2820,672,1078,3256,3363,2183,702,2668,403,746,3052,2761,1594,723,2788,502,877,3397,3259,2037,530,2569,322,615,3049,2422,1347,691,2188,483,764,3210,3090,1962,100.1875453,35.45476834
1630,¿‰›Ô≤›‘≠,≤›‘≠,¿‰›Ô≤›‘≠,23,0,0,139,107,571,842,664,940,496,148,53,0,799,763,789,840,791,771,716,911,243.6199951,2930,13.6761999,1450,1485,1369,1230,1398,1310,1582,1853,2290,2689,3934,3546,3484,3613,3344,3822,3224,2944,2562,1698,1355,1291,1290,0,0,0,0,0,0,18,94,81,91,206,86,223,275,297,264,115,118,19,2,0,0,0,1,2,2,2,2,2,2,3,4,8,10,2,11,14,12,11,9,7,5,3,1,2,2,13668,13982,14186,14134,14692,14921,15272,15623,15324,15344,14885,0,14827,15069,15169,15062,14873,14810,14584,14395,14239,13966,13825,14788.84783,14701.17391,14676.37778,14643.8913,14646.26087,1904,2175,2149,1902,2063,2034,2281,2635,3630,4012,6183,5833,6035,6016,5559,6579,6081,5199,4640,3323,2358,2442,2350,0,0,0,0,0,0,12,83,70,79,179,78,188,239,255,226,97,105,12,1,0,0,0,9,15,15,14,14,12,13,18,23,33,38,12,40,54,46,44,45,39,30,23,9,14,14,0.0041924,0.0055875,0.0082108,0.0330146,0.158781,0.141692,0.119273,0.105036,0.0692351,0.0310539,0.0107425,0.0006564,30.66666667,43.16666667,45.08333333,41.75,34.66666667,9,9,9,9,9,8,8,8,8,8,8,8,1205,2820,672,1078,3256,3363,2183,702,2668,403,746,3052,2761,1594,723,2788,502,877,3397,3259,2037,530,2569,322,615,3049,2422,1347,691,2188,483,764,3210,3090,1962,100.1874268,35.45470866
1631,¿‰›Ô≤›‘≠,≤›‘≠,¿‰›Ô≤›‘≠,23,0,0,139,107,571,842,664,940,496,148,53,0,799,763,789,840,791,771,716,911,235.4340057,2924,8.6680899,1450,1485,1369,1230,1398,1310,1582,1853,2290,2689,3934,3546,3484,3613,3344,3822,3224,2944,2562,1698,1355,1291,1290,0,0,0,0,0,0,18,94,81,91,206,86,223,275,297,264,115,118,19,2,0,0,0,1,2,2,2,2,2,2,3,4,8,10,2,11,14,12,11,9,7,5,3,1,2,2,13668,13982,14186,14134,14692,14921,15272,15623,15324,15344,14885,0,14827,15069,15169,15062,14873,14810,14584,14395,14239,13966,13825,14788.84783,14701.17391,14676.37778,14643.8913,14646.26087,1904,2175,2149,1902,2063,2034,2281,2635,3630,4012,6183,5833,6035,6016,5559,6579,6081,5199,4640,3323,2358,2442,2350,0,0,0,0,0,0,12,83,70,79,179,78,188,239,255,226,97,105,12,1,0,0,0,9,15,15,14,14,12,13,18,23,33,38,12,40,54,46,44,45,39,30,23,9,14,14,0.0041924,0.0055875,0.0082108,0.0330146,0.158781,0.141692,0.119273,0.105036,0.0692351,0.0310539,0.0107425,0.0006564,30.66666667,43.16666667,45.08333333,41.75,34.66666667,9,9,9,9,9,8,8,8,8,8,8,8,1205,2820,672,1078,3256,3363,2183,702,2668,403,746,3052,2761,1594,723,2788,502,877,3397,3259,2037,530,2569,322,615,3049,2422,1347,691,2188,483,764,3210,3090,1962,100.187353,35.45470947
1632,¿‰›Ô≤›‘≠,≤›‘≠,¿‰›Ô≤›‘≠,23,0,0,139,107,571,842,664,940,496,148,53,0,799,763,789,840,791,771,716,911,235.4340057,2924,8.6680899,1450,1485,1369,1230,1398,1310,1582,1853,2290,2689,3934,3546,3484,3613,3344,3822,3224,2944,2562,1698,1355,1291,1290,0,0,0,0,0,0,18,94,81,91,206,86,223,275,297,264,115,118,19,2,0,0,0,1,2,2,2,2,2,2,3,4,8,10,2,11,14,12,11,9,7,5,3,1,2,2,13668,13982,14186,14134,14692,14921,15272,15623,15324,15344,14885,0,14827,15069,15169,15062,14873,14810,14584,14395,14239,13966,13825,14788.84783,14701.17391,14676.37778,14643.8913,14646.26087,1904,2175,2149,1902,2063,2034,2281,2635,3630,4012,6183,5833,6035,6016,5559,6579,6081,5199,4640,3323,2358,2442,2350,0,0,0,0,0,0,12,83,70,79,179,78,188,239,255,226,97,105,12,1,0,0,0,9,15,15,14,14,12,13,18,23,33,38,12,40,54,46,44,45,39,30,23,9,14,14,0.0041924,0.0055875,0.0082108,0.0330146,0.158781,0.141692,0.119273,0.105036,0.0692351,0.0310539,0.0107425,0.0006564,30.66666667,43.16666667,45.08333333,41.75,34.66666667,9,9,9,9,9,8,8,8,8,8,8,8,1205,2820,672,1078,3256,3363,2183,702,2668,403,746,3052,2761,1594,723,2788,502,877,3397,3259,2037,530,2569,322,615,3049,2422,1347,691,2188,483,764,3210,3090,1962,100.1873147,35.45458388
