Vegatation,AET1901,AET1902,AET1903,AET1904,AET1905,AET1906,AET1907,AET1908,AET1909,AET1910,AET1911,AET1912,Full_Exten,Full_Ext_1,Full_Ext_2,Full_Ext_3,Full_Ext_4,Full_Ext_5,Full_Ext_6,Full_Ext_7,QTP_ASPECT,QTP_DEM,QTP_SLOPE,EVI190101,EVI190117,EVI190202,EVI190218,EVI190306,EVI190322,EVI190407,EVI190423,EVI190509,EVI190525,EVI190610,EVI190626,EVI190712,EVI190728,EVI190813,EVI190829,EVI190914,EVI190930,EVI191016,EVI191101,EVI191117,EVI191203,EVI191219,GPP190101,GPP190117,GPP190202,GPP190218,GPP190306,GPP190322,GPP190407,GPP190423,GPP190509,GPP190525,GPP190610,GPP190626,GPP190712,GPP190728,GPP190813,GPP190829,GPP190914,GPP190930,GPP191016,GPP191101,GPP191117,GPP191203,GPP191219,LAI190101,LAI190117,LAI190202,LAI190218,LAI190306,LAI190322,LAI190407,LAI190423,LAI190509,LAI190525,LAI190610,LAI190626,LAI190712,LAI190728,LAI190813,LAI190829,LAI190914,LAI190930,LAI191016,LAI191101,LAI191117,LAI191203,LAI191219,LST190101,LST190117,LST190202,LST190218,LST190306,LST190322,LST190407,LST190423,LST190509,LST190525,LST190610,LST190626,LST190712,LST190728,LST190813,LST190829,LST190914,LST190930,LST191016,LST191101,LST191117,LST191203,LST191219,LST2015,LST2016,LST2017,LST2018,LST2019,NDVI190101,NDVI190117,NDVI190202,NDVI190218,NDVI190306,NDVI190322,NDVI190407,NDVI190423,NDVI190509,NDVI190525,NDVI190610,NDVI190626,NDVI190712,NDVI190728,NDVI190813,NDVI190829,NDVI190914,NDVI190930,NDVI191016,NDVI191101,NDVI191117,NDVI191203,NDVI191219,NPP190101,NPP190117,NPP190202,NPP190218,NPP190306,NPP190322,NPP190407,NPP190423,NPP190509,NPP190525,NPP190610,NPP190626,NPP190712,NPP190728,NPP190813,NPP190829,NPP190914,NPP190930,NPP191016,NPP191101,NPP191117,NPP191203,NPP191219,PAR190101,PAR190117,PAR190202,PAR190218,PAR190306,PAR190322,PAR190407,PAR190423,PAR190509,PAR190525,PAR190610,PAR190626,PAR190712,PAR190728,PAR190813,PAR190829,PAR190914,PAR190930,PAR191016,PAR191101,PAR191117,PAR191203,PAR191219,PR190101,PR190201,PR190301,PR190401,PR190501,PR190601,PR190701,PR190801,PR190901,PR191001,PR191101,PR191201,PR2015,PR2016,PR2017,PR2018,PR2019,SOIL1901,SOIL1902,SOIL1903,SOIL1904,SOIL1905,SOIL1906,SOIL1907,SOIL1908,SOIL1909,SOIL1910,SOIL1911,SOIL1912,SR190602B1,SR190602B2,SR190602B3,SR190602B4,SR190602B5,SR190602B6,SR190602B7,SR190704B1,SR190704B2,SR190704B3,SR190704B4,SR190704B5,SR190704B6,SR190704B7,SR190728B1,SR190728B2,SR190728B3,SR190728B4,SR190728B5,SR190728B6,SR190728B7,SR190829B1,SR190829B2,SR190829B3,SR190829B4,SR190829B5,SR190829B6,SR190829B7,SR190930B1,SR190930B2,SR190930B3,SR190930B4,SR190930B5,SR190930B6,SR190930B7
‹∏‹∏≤›≤›µÈ,0,0,33,639,591,1037,1031,902,716,214,19,0,766,737,759,739,626,581,32767,714,322.1109924,3103,11.6085997,386,1069,1031,1061,1233,1062,1111,1075,2510,2440,2109,3946,5628,5535,4650,4140,2602,3033,1285,1127,1062,978,1243,0,0,0,0,0,0,13,63,59,48,159,99,145,323,301,221,77,76,19,1,0,0,0,1,1,1,1,1,2,3,3,3,5,8,4,11,15,11,11,4,5,3,2,1,1,1,13458,13673,13949,14031,14305,14373,14705,15166,14629,14295,15184,0,0,14869,14895,14837,14385,14693,14305,14270,14158,13744,13889,14710.52174,14644.76087,14568.8,14520,14447.36364,399,1349,1801,1538,1850,1881,1936,1872,3673,3784,2363,5897,6809,7346,7265,6459,4618,4661,2375,2162,1951,1396,2127,0,0,0,0,0,0,11,56,52,43,137,91,128,279,260,191,66,68,16,0,0,0,0,5,9,9,7,7,13,14,15,17,22,31,20,47,53,44,42,22,27,16,13,9,9,9,0.0056007,0.0115761,0.0046669,0.0286307,0.0903855,0.142132,0.0996859,0.118219,0.0970661,0.030356,0.0142822,0.0004966,35.5,60.66666667,58.5,52.58333333,41.41666667,540,540,540,250,175,261,181,140,115,97,97,97,1222,2710,502,922,2986,2407,1793,754,2922,480,837,2518,1721,1216,559,3654,404,802,2931,1757,1099,667,3101,526,898,2561,1945,1233,1139,3128,680,1077,3398,2862,1776
‹∏‹∏≤›≤›µÈ,0,0,52,366,655,1064,781,917,593,183,0,0,881,944,846,784,748,776,709,906,303.7359924,2987,5.0054598,1562,1226,1332,1248,1447,1365,1455,1734,2849,3583,7262,5496,5116,4865,4688,3780,3463,2617,1810,1600,1570,1625,1330,0,0,0,0,0,3,35,89,130,140,343,120,314,525,483,382,187,141,46,6,0,0,0,2,2,3,2,2,3,4,5,7,16,12,4,14,24,18,16,2,10,5,4,3,2,3,13788,13869,14068,14175,14090,14624,14944,14976,14490,14720,14949,0,14455,14863,14832,14811,14140,14599,14219,14356,14182,13806,13907,14667.08696,14577.73913,14577.38636,14511.32609,14518.48889,1964,2243,2390,2445,2739,2480,2531,3542,5047,6004,7646,7577,6999,7598,7288,7094,5945,4558,3775,3335,2885,2678,2483,0,0,0,0,0,3,32,77,114,117,277,108,258,374,379,308,153,121,36,4,0,0,0,15,18,20,15,15,16,19,23,34,55,43,20,48,67,57,65,11,49,27,30,27,13,20,0.0033482,0.0070072,0.0063066,0.0242758,0.131019,0.131425,0.108947,0.115062,0.07599,0.0270254,0.0129093,0.0006101,34.33333333,52.41666667,53.16666667,48.41666667,39.41666667,187,187,187,134,106,104,86,74,65,58,58,58,694,2780,319,649,2894,2437,1280,539,3911,241,756,4242,2536,1184,494,3446,190,642,4229,2194,966,406,2389,228,494,3010,2072,977,1021,3076,491,934,4650,3752,2126
‹∏‹∏≤›≤›µÈ,0,0,52,366,655,1064,781,917,593,183,0,0,881,944,846,784,748,776,709,906,20.1935997,2992,3.29563,1645,1282,1321,1235,1400,1228,1329,1732,2419,3550,6069,4382,5116,4659,5073,3780,3312,2698,1753,1577,1527,1830,1484,0,0,0,0,0,4,25,89,119,150,310,120,259,422,424,374,139,135,41,6,0,0,0,2,2,2,2,2,2,3,5,6,11,19,4,18,24,22,16,7,9,3,3,3,2,3,13747,13864,14054,14205,14074,14555,15234,14986,14692,14621,14944,0,14480,14874,14863,14791,14131,14574,14239,14315,14134,13782,13901,14667.08696,14577.73913,14577.38636,14511.32609,14518.48889,2066,2374,2475,2445,2117,2438,2521,3774,5221,6089,7545,6627,6999,7515,7381,7094,5868,4638,3933,3465,2926,2748,2714,0,0,0,0,0,3,23,77,105,124,254,108,216,341,345,310,115,117,33,4,0,0,0,18,18,19,15,14,14,17,24,28,38,62,20,54,67,70,65,32,43,17,27,26,13,21,0.0033482,0.0070072,0.0063066,0.0242758,0.131019,0.131425,0.108947,0.115062,0.07599,0.0270254,0.0129093,0.0006101,34.33333333,52.41666667,53.16666667,48.41666667,39.41666667,187,187,187,134,106,104,86,74,65,58,58,58,640,2633,325,667,3431,2366,1393,662,3264,319,715,3117,1877,780,510,3456,262,641,3361,2344,1111,406,2389,228,494,3010,2072,977,1021,3076,491,934,4650,3752,2126
‹∏‹∏≤›≤›µÈ,0,0,52,366,655,1064,781,917,593,183,0,0,881,944,846,784,748,776,709,906,81.9210968,2991,8.74473,1645,1282,1321,1235,1400,1228,1329,1732,2419,3550,6069,4382,5116,4659,5073,3780,3312,2698,1753,1577,1527,1830,1484,0,0,0,0,0,4,25,89,119,150,310,120,259,422,424,374,139,135,41,6,0,0,0,2,2,2,2,2,2,3,5,6,11,19,4,18,24,22,16,7,9,3,3,3,2,3,13747,13864,14054,14205,14074,14555,15234,14986,14692,14621,14944,0,14480,14874,14863,14791,14131,14574,14239,14315,14134,13782,13901,14662.95652,14590.86957,14572.20455,14515.21739,14520.95556,2066,2374,2475,2445,2117,2438,2521,3774,5221,6089,7545,6627,6999,7515,7381,7094,5868,4638,3933,3465,2926,2748,2714,0,0,0,0,0,3,23,77,105,124,254,108,216,341,345,310,115,117,33,4,0,0,0,18,18,19,15,14,14,17,24,28,38,62,20,54,67,70,65,32,43,17,27,26,13,21,0.0033482,0.0070072,0.0063066,0.0242758,0.131019,0.131425,0.108947,0.115062,0.07599,0.0270254,0.0129093,0.0006101,34.33333333,52.41666667,53.16666667,48.41666667,39.41666667,187,187,187,134,106,104,86,74,65,58,58,58,640,2633,325,667,3431,2366,1393,662,3264,319,715,3117,1877,780,510,3456,262,641,3361,2344,1111,406,2389,228,494,3010,2072,977,1021,3076,491,934,4650,3752,2126
‹∏‹∏≤›≤›µÈ,0,0,97,277,655,1005,707,916,562,174,0,0,997,891,882,769,714,813,872,926,49.9412003,3239,30.0874004,1395,1168,1279,1067,-64,1313,1417,1499,2866,2825,2424,4201,5798,4902,5107,3344,2466,2450,1328,1136,1348,1328,1205,0,0,0,0,0,3,31,86,98,84,269,108,192,464,450,315,83,120,15,1,0,0,0,1,2,2,2,2,1,3,5,5,5,16,2,60,22,16,15,1,6,4,2,2,1,1,13730,13750,13962,14077,14009,14388,14597,14902,14575,14023,14972,0,14358,14861,14823,14787,14456,14652,14110,14167,14073,13713,13788,14757.5,14643.30435,14671.18182,14576.22222,14555.62222,2436,2430,2783,2399,-60,2694,2676,2858,4407,4798,3020,5971,7519,7749,7312,6329,4386,3595,3321,2720,2813,2363,2809,0,0,0,0,0,3,25,74,85,74,224,96,167,359,363,267,73,102,11,1,0,0,0,9,14,17,12,12,7,15,23,22,24,56,12,95,71,51,55,5,32,22,17,13,9,9,0.0033482,0.0070072,0.0063066,0.0242758,0.131019,0.131425,0.108947,0.115062,0.07599,0.0270254,0.0129093,0.0006101,33.41666667,49.41666667,50.83333333,46.66666667,37.91666667,131,131,131,101,83,73,63,56,50,45,45,45,973,2768,389,713,3369,2387,1548,890,3528,202,618,3126,1936,778,616,4129,320,818,4560,2591,1218,525,2336,311,677,3609,2676,1420,1263,2681,772,1154,3682,3591,2546
‹∏‹∏≤›≤›µÈ,0,0,97,277,655,1005,707,916,562,174,0,0,997,891,882,769,714,813,872,926,72.9905014,3191,3.1680601,1395,1060,1279,1094,-73,1313,1424,1540,3138,2837,2230,4787,6004,4902,4966,3344,2466,1770,1519,1182,1299,1267,1205,0,0,0,0,0,3,31,86,98,84,269,108,192,464,450,315,83,120,15,1,0,0,0,1,2,2,2,2,1,3,5,5,5,16,2,60,22,16,15,1,6,4,2,2,1,1,13730,13750,13962,14077,14009,14388,14597,14902,14575,14023,14972,0,14358,14861,14823,14787,14456,14652,14110,14167,14073,13713,13788,14757.5,14643.30435,14671.18182,14576.22222,14555.62222,2436,2286,2783,2522,-70,2694,2721,2939,4817,4934,2679,6568,7679,7749,7367,6329,4386,2616,3796,2821,2887,2355,2809,0,0,0,0,0,3,25,74,85,74,224,96,167,359,363,267,73,102,11,1,0,0,0,9,14,17,12,12,7,15,23,22,24,56,12,95,71,51,55,5,32,22,17,13,9,9,0.0033482,0.0070072,0.0063066,0.0242758,0.131019,0.131425,0.108947,0.115062,0.07599,0.0270254,0.0129093,0.0006101,33.41666667,49.41666667,50.83333333,46.66666667,37.91666667,131,131,131,101,83,73,63,56,50,45,45,45,886,2612,389,713,3369,2387,1548,745,3597,202,618,3126,1936,778,536,4266,320,818,4560,2591,1218,525,2336,311,677,3609,2676,1420,1831,3129,772,1154,3682,3591,2546
‹∏‹∏≤›≤›µÈ,0,0,193,108,602,840,723,1065,483,162,81,0,825,900,829,786,774,794,756,852,209.4019928,2919,9.1645403,729,918,1334,1262,1183,1293,1312,1632,2571,2931,4633,5661,5331,5329,5034,4452,3466,2919,2208,1605,1362,1425,1101,0,0,0,0,0,0,18,75,81,110,267,116,313,408,396,311,92,128,18,2,0,0,0,2,2,2,2,2,2,3,5,7,11,22,2,29,21,25,19,12,8,6,3,3,1,2,13716,13917,14115,14146,14239,14517,15167,15203,14733,14919,14746,0,14553,14935,14898,14859,14232,14669,14468,14252,14093,13744,13794,14858.04348,14732.53333,14727.13636,14660.02174,14658.36957,1077,1666,2143,2018,2171,2299,2366,2682,4375,4974,7028,7363,7141,7086,7261,7307,5770,5126,4185,3076,2436,2115,2162,0,0,0,0,0,0,13,67,73,91,223,104,256,327,328,258,76,108,11,-1,0,0,0,14,16,18,11,12,14,18,24,29,42,65,12,74,63,68,63,54,40,34,22,20,9,14,0.0049112,0.0071472,0.0111479,0.035211,0.143558,0.145115,0.111743,0.136968,0.0772826,0.0466271,0.0176547,0.0008911,31.58333333,44.16666667,46.66666667,43,36.33333333,10,10,10,10,9,9,9,9,9,9,9,9,776,2781,357,689,3022,2615,1319,622,4097,331,836,3910,2859,1274,612,3478,239,645,3527,2392,1043,461,2963,224,559,3486,2304,1028,806,2502,375,660,3200,2600,1416
‹∏‹∏≤›≤›µÈ,0,0,193,108,602,840,723,1065,483,162,81,0,825,900,829,786,774,794,756,852,143.7839966,2914,11.3657999,1258,1097,1328,1338,1183,1223,1339,1604,2465,2815,3842,5578,5651,4665,4395,4007,3307,2834,2130,1591,1381,1403,1338,0,0,0,0,0,0,18,75,81,110,267,116,313,408,396,311,92,128,18,2,0,0,0,2,2,2,2,2,2,3,5,7,11,22,2,29,21,25,19,12,8,6,3,3,1,2,13716,13917,14115,14146,14239,14517,15167,15203,14733,14919,14746,0,14553,14935,14898,14859,14232,14669,14468,14252,14093,13744,13794,14858.04348,14732.53333,14727.13636,14660.02174,14658.36957,1740,1969,2150,2169,2171,2214,2287,2649,4256,4856,6189,7339,7361,7007,6733,7015,5608,4967,4127,3101,2441,2079,2309,0,0,0,0,0,0,13,67,73,91,223,104,256,327,328,258,76,108,11,-1,0,0,0,14,16,18,11,12,14,18,24,29,42,65,12,74,63,68,63,54,40,34,22,20,9,14,0.0049112,0.0071472,0.0111479,0.035211,0.143558,0.145115,0.111743,0.136968,0.0772826,0.0466271,0.0176547,0.0008911,31.58333333,44.16666667,46.66666667,43,36.33333333,10,10,10,10,9,9,9,9,9,9,9,9,872,2692,357,689,3022,2615,1319,616,4014,331,836,3910,2859,1274,612,3478,239,645,3527,2392,1043,472,2691,224,559,3486,2304,1028,852,2534,375,660,3200,2600,1416
‹∏‹∏≤›≤›µÈ,0,0,193,108,602,840,723,1065,483,162,81,0,805,991,788,745,765,838,777,849,112.6709976,2919,20.0361996,1258,1097,1328,1338,1183,1223,1339,1604,2465,2815,3842,5578,5651,4665,4395,4007,3307,2834,2130,1591,1381,1403,1338,0,0,0,0,0,0,18,75,81,110,267,116,313,408,396,311,92,128,18,2,0,0,0,2,2,2,2,2,2,3,5,7,11,22,2,29,21,25,19,12,8,6,3,3,1,2,13716,13917,14115,14146,14239,14517,15167,15203,14733,14919,14746,0,14553,14935,14898,14859,14232,14669,14468,14252,14093,13744,13794,14858.04348,14732.53333,14727.13636,14660.02174,14658.36957,1740,1969,2150,2169,2171,2214,2287,2649,4256,4856,6189,7339,7361,7007,6733,7015,5608,4967,4127,3101,2441,2079,2309,0,0,0,0,0,0,13,67,73,91,223,104,256,327,328,258,76,108,11,-1,0,0,0,14,16,18,11,12,14,18,24,29,42,65,12,74,63,68,63,54,40,34,22,20,9,14,0.0049112,0.0071472,0.0111479,0.035211,0.143558,0.145115,0.111743,0.136968,0.0772826,0.0466271,0.0176547,0.0008911,31.58333333,44.16666667,46.66666667,43,36.33333333,10,10,10,10,9,9,9,9,9,9,9,9,872,2692,357,689,3022,2615,1319,616,4014,331,836,3910,2859,1274,612,3478,239,645,3527,2392,1043,472,2691,224,559,3486,2304,1028,852,2534,375,660,3200,2600,1416
–°·‘≤›≤›µÈ,0,0,0,0,0,664,826,710,410,0,0,0,32767,807,807,770,812,922,32767,740,246.2920074,4227,6.8965302,1159,121,1055,1129,1059,1159,1200,1251,1511,1538,2456,3778,3698,4274,3167,2972,2532,1825,1050,1158,887,946,1206,0,0,0,0,0,0,0,15,7,29,106,177,238,278,256,174,63,44,0,0,0,0,0,2,1,2,2,1,2,3,2,2,4,7,10,17,16,13,8,7,4,1,3,2,2,2,13450,13202,13496,13814,14044,14256,14122,14256,14105,14628,14594,14423,14823,14877,14778,14693,14367,14492,13878,14023,13771,13514,13243,14113.54348,14287.22727,14149.15556,14212.30435,14057.46512,1953,120,1639,1812,1576,1831,1854,2121,2273,2657,4239,5838,5925,6134,5581,5644,4629,3578,1407,1644,1439,1564,1674,0,0,0,0,0,0,0,13,7,25,94,155,204,247,225,157,52,36,0,0,0,0,0,17,9,15,18,7,15,13,12,11,19,34,45,55,57,51,34,38,24,9,20,14,19,19,0.0089789,0.0038102,0.0031765,0.0208612,0.0717958,0.130194,0.098325,0.103809,0.0581985,0.0127546,0.0069492,0.0023324,30.83333333,45.58333333,44,43,29.91666667,294,294,294,294,294,294,230,170,170,170,170,170,4762,5175,2736,3016,3979,4393,2944,843,3208,349,745,3319,2331,1038,773,3226,469,882,3954,2649,1481,649,2331,277,581,3081,2268,1119,890,1882,485,741,2766,2468,1519
–°·‘≤›≤›µÈ,0,0,0,314,397,914,577,643,337,0,0,0,788,795,849,774,723,814,777,728,20.0589008,3666,2.30498,634,979,1040,188,310,1379,-71,1561,-363,2692,4032,4350,4635,4876,4602,3849,3134,2254,201,897,236,655,704,0,0,0,0,0,0,0,19,0,15,126,124,223,278,296,204,54,47,0,0,0,0,0,2,1,1,1,0,2,1,2,0,2,7,1,13,18,11,15,7,3,0,1,0,1,1,13221,12933,13427,13293,14101,14033,13877,14166,13823,14545,14436,14449,14695,14873,14836,14577,14249,14616,13540,13432,13123,12969,12716,14428.68182,14520.86957,14358.76087,14412.97826,14348.5,647,1124,1128,189,327,2651,-63,2074,-359,4059,5553,7721,6049,6634,6108,5508,4440,3346,210,1249,216,718,832,0,0,0,0,0,0,0,18,0,12,111,108,193,245,254,178,43,42,0,0,0,0,0,16,6,9,5,2,15,6,12,0,9,35,6,50,62,43,57,39,20,0,3,2,3,5,0.0064335,0.0029636,0.002977,0.0188801,0.0689516,0.127091,0.0914331,0.085039,0.0505894,0.0112242,0.0061368,0.0017553,26.5,38.33333333,40.16666667,37.25,27.16666667,204,204,204,187,181,109,79,63,52,52,52,52,2110,2951,2627,2853,4568,3807,3096,724,3708,518,1056,3803,3314,2004,876,3819,505,983,4061,3279,1885,986,3754,580,1031,4218,3426,2030,1383,2774,707,1059,3440,3294,2234
–°·‘≤›≤›µÈ,0,0,0,76,221,952,822,732,448,0,0,0,831,850,854,785,790,836,847,814,173.9069977,3580,3.73051,217,557,527,-54,6,569,95,-58,-623,-178,1184,2192,1558,2545,1007,1017,448,400,-263,-179,-60,-39,-116,0,0,0,0,0,0,0,9,0,14,33,77,120,186,113,71,40,16,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,3,2,2,5,6,3,2,1,0,0,0,0,0,13058,13573,13337,13156,0,13897,13897,13902,13829,14104,14444,14287,14662,14909,14893,14598,14334,14603,13575,13497,13275,12835,13074,14204.41304,14373.93478,14347.73913,14482.47826,14472.25,385,764,577,-59,7,541,105,-81,-204,-84,1754,3659,3368,4176,2203,2133,2123,1290,-279,-185,-71,-41,-141,0,0,0,0,0,0,0,8,0,13,26,68,108,166,101,65,36,16,0,0,0,0,0,9,3,9,9,7,6,3,6,0,6,13,9,10,23,28,17,11,7,0,1,0,1,1,0.0081369,0.0052839,0.0059356,0.025255,0.0768641,0.116467,0.13332,0.123802,0.0732563,0.017384,0.0082063,0.0003122,29.91666667,41.41666667,42.25,41.58333333,29.5,333,333,333,333,333,333,122,85,66,66,66,66,2871,3141,1248,1475,2665,2456,1500,1070,2305,619,937,2916,2057,1300,1145,1840,583,911,1982,1787,1295,987,1443,464,728,1556,1233,784,641,831,375,553,1626,1521,1040
–°·‘≤›≤›µÈ,0,0,0,88,247,865,856,766,478,0,0,0,905,32767,846,703,763,828,917,831,180.0010071,3599,3.7098401,244,880,994,1216,117,1403,486,1366,1598,1600,1992,2655,3264,3801,3849,2972,2007,1604,269,106,171,265,390,0,0,0,0,0,0,0,22,7,38,93,122,211,258,254,166,58,50,0,0,0,0,0,1,1,1,2,1,1,1,1,2,3,7,11,11,8,10,8,5,3,1,1,1,1,1,13562,13693,13639,13816,13962,14237,13849,14234,14222,14813,14582,14556,14700,14865,14906,14803,14322,14700,13962,13956,13754,13622,13485,14240.45652,14329.13043,14188.19565,14449.04348,14409.80435,272,1076,1507,1397,125,1322,672,2296,2429,2453,3385,4591,5238,5327,5254,4890,3513,2783,334,119,231,348,518,0,0,0,0,0,0,0,17,5,32,84,111,183,231,220,151,50,44,0,0,0,0,0,9,9,9,15,4,7,3,6,9,17,31,43,43,33,44,34,29,18,6,9,9,9,9,0.0080986,0.0061304,0.0063971,0.0265982,0.0708307,0.119718,0.13694,0.121089,0.0867656,0.0197139,0.0091576,0.0001541,31,43.66666667,44.16666667,43.16666667,30.58333333,343,343,343,343,343,343,126,87,68,68,68,68,1782,2274,3367,3466,2600,1697,947,1124,3514,788,1177,3702,3099,1854,1070,3510,581,1045,4024,2884,2020,1234,3350,817,1207,3865,3232,2254,1264,2239,633,941,3226,3117,2161
–°·‘≤›≤›µÈ,0,0,0,98,246,862,894,762,481,0,0,0,905,32767,868,803,790,872,895,910,212.5010071,3441,10.1682997,1198,773,894,678,-7,910,-105,817,876,286,1505,373,1738,2220,1834,1980,1366,1029,565,1012,1160,714,1066,0,0,0,0,0,0,0,9,7,9,21,22,96,143,131,92,25,31,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,3,2,6,3,3,2,2,1,1,1,1,1,13143,13659,13503,13684,13774,14002,13816,13963,14170,13973,14488,14263,14389,14876,14786,14396,14369,14479,14006,13923,13659,13692,13424,14303.67391,14444.26667,14348.13043,14485.36957,14411.76087,1949,1268,1273,1023,-6,1391,-102,946,1372,418,3134,358,3411,3404,3021,3244,2318,1874,1060,1434,1752,1354,1735,0,0,0,0,0,0,0,8,5,9,18,20,86,131,116,84,22,26,0,0,0,0,0,9,9,9,9,2,7,6,6,5,5,11,12,11,27,14,16,14,11,9,9,9,9,9,0.0080986,0.0061304,0.0063971,0.0265982,0.0708307,0.119718,0.13694,0.121089,0.0867656,0.0197139,0.0091576,0.0001541,31.83333333,44.16666667,44.91666667,44.25,31.33333333,326,326,326,326,326,326,120,83,64,64,64,64,1183,1413,2416,2617,3349,2908,2594,6917,7332,3361,3452,3772,3031,2352,1231,2502,744,1124,2879,2774,2038,1373,2678,733,876,1591,1771,1164,1294,1891,688,998,2793,2969,2136
–°·‘≤›≤›µÈ,0,0,0,116,234,865,932,787,477,0,0,0,842,860,865,737,731,724,32767,945,57.1147003,3508,7.9263201,98,805,918,519,900,393,650,1093,1240,792,1146,2799,2699,2337,2676,2119,1502,1113,735,862,558,879,943,0,0,0,0,0,0,2,11,14,10,87,122,207,255,218,178,44,20,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,7,8,14,9,11,3,5,2,1,1,1,1,1,13348,13366,13476,13504,13455,14074,13979,14177,14407,0,14609,14451,14607,14802,14814,14652,14264,14477,13976,13851,13542,13320,13147,14529.91304,14607.52174,14527.06522,14592.71739,14534.19565,809,1807,1735,1396,1244,736,1505,1847,2008,1398,1450,4630,4397,5170,4430,3879,2877,2264,1277,1862,1902,2071,2268,0,0,0,0,0,0,0,9,13,9,77,110,181,229,192,155,38,16,0,0,0,0,0,9,9,9,7,6,7,6,6,13,4,27,32,46,41,47,17,26,13,9,9,8,9,9,0.0080986,0.0061304,0.0063971,0.0265982,0.0708307,0.119718,0.13694,0.121089,0.0867656,0.0197139,0.0091576,0.0001541,32.5,44.83333333,45.33333333,44.91666667,31.66666667,324,324,324,324,324,324,119,83,64,64,64,64,1532,2030,1707,1837,3203,2569,2041,920,2507,514,896,3567,2662,1778,1119,2938,542,905,3172,2709,1636,823,2105,454,760,3206,2521,1485,1122,1779,502,676,2370,2396,1652
–°·‘≤›≤›µÈ,0,0,0,37,116,845,849,796,500,0,0,0,744,872,893,821,705,742,824,792,189.8329926,3619,6.8782001,1230,1314,1355,208,1127,1352,1450,1572,1440,1774,3088,4241,4013,3563,3578,3017,2132,-45,178,1560,1221,1564,1307,0,0,0,0,0,0,0,33,13,8,157,221,204,275,311,161,74,37,0,0,0,0,0,2,2,2,1,0,5,3,5,5,4,7,7,14,16,16,18,8,3,0,1,2,3,2,13377,13301,13429,13004,13502,14038,13885,14124,14071,14058,14523,14290,14367,14776,14704,14499,14317,14315,13704,13684,13611,13509,13295,14410.69565,14444.73913,14358.57778,14420.3913,14360.84783,2703,2445,2461,211,1267,2258,2902,2645,2786,3383,5777,7128,7553,6610,6689,6723,4877,-48,201,2221,2363,2471,2146,0,0,0,0,0,0,0,27,11,7,137,182,175,235,257,139,64,33,0,0,0,0,0,16,16,19,7,2,22,19,22,25,19,31,30,49,56,57,57,39,21,2,9,18,20,15,0.0070475,0.0071976,0.0064575,0.0289787,0.0664458,0.132817,0.128277,0.159389,0.0956372,0.0202013,0.009449,0.0003521,31.66666667,45.66666667,45.25,43.25,31.58333333,381,381,381,381,381,381,140,113,84,84,84,84,1109,2243,385,761,2872,2742,1651,493,2941,540,734,2890,2148,1003,499,2445,246,533,3287,1959,909,387,1975,168,384,2606,1730,754,748,1712,341,558,2555,2025,1065
–°·‘≤›≤›µÈ,0,0,0,473,639,901,764,673,635,0,0,0,952,896,888,848,774,706,966,954,139.8990021,3334,1.21509,-38,-7,-189,16,-319,-106,91,187,-233,348,706,1563,2190,642,687,922,703,1001,-248,-414,-46,-214,-377,0,0,0,0,0,0,0,16,0,6,94,59,117,235,177,54,27,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,4,3,1,1,2,0,0,0,0,0,0,12888,0,12991,13180,13903,13953,14070,13954,14191,14537,14514,14247,14817,15049,14157,14181,14499,13478,13370,13107,12937,12760,14522.53488,14651.13333,14612.28261,14661.02222,14627.78261,-48,-7,-238,16,-339,-124,92,246,-139,380,1085,2152,4784,1851,1754,2353,1092,1942,-276,-480,-43,-230,-400,0,0,0,0,0,0,0,13,0,6,84,55,107,205,155,49,24,26,0,0,0,0,0,1,0,2,0,0,0,0,6,1,4,11,6,8,18,14,6,7,12,0,0,0,0,0,0.004648,0.0104778,0.0050693,0.0399905,0.115957,0.183981,0.160875,0.150145,0.135557,0.0453433,0.0122932,0.000296,37.16666667,51.41666667,50.58333333,50.58333333,33.91666667,362,362,362,362,133,98,75,61,51,51,51,51,3582,3508,1811,2156,2114,1857,1280,1371,2123,1110,1260,2824,2526,2100,995,1418,306,668,2465,2120,1412,834,1069,1193,1186,1781,1577,966,1224,1814,590,954,2722,2746,2113
